event_id,event_time,partition,source_system,source_vm,client_ip,database_name,login_name,lifecycle_phase,event_type,command_type,object_name,sql_text,query_length,rows_returned,failed_login_count,privilege_changed,maintenance_window,risk_label,severity,is_attack,attack_scenario,risk_score,baseline_score,baseline_decision,normalized_label,dataset_version
EVT-020093,2026-06-04T19:34:19+00:00,train,mssql,aidac-mssql,192.168.136.238,billing,svc_report,normal_operation,maintenance,BACKUP,audit_log,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,15,0,0,0,normal,LOW,0,none,0.2659,0.2645,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020094,2026-06-04T19:34:42+00:00,train,mssql,aidac-mssql,192.168.136.195,hr,report_user,normal_operation,write,INSERT,payments,"INSERT INTO audit_log(user_id, action, created_at) VALUES (531280, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,9,0,0,0,normal,LOW,0,none,0.0127,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020095,2026-06-04T19:35:08+00:00,train,pgsql,aidac-pgsql,192.168.136.156,inventory,report_user,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 776577;",69,387,0,0,0,normal,LOW,0,none,0.0964,0.0876,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020096,2026-06-04T19:35:35+00:00,train,mssql,aidac-mssql,192.168.136.154,billing,svc_backup,normal_operation,read,SELECT,transactions,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,487,0,0,0,normal,LOW,0,none,0.2238,0.1951,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020097,2026-06-04T19:35:45+00:00,train,pgsql,aidac-pgsql,192.168.136.79,billing,etl_user,normal_operation,reporting,SELECT,users,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,126,0,0,0,normal,INFO,0,none,0.1496,0.0835,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020098,2026-06-04T19:36:02+00:00,train,mssql,aidac-mssql,192.168.136.51,crm,app_user,deployment_window,write,UPDATE,customers,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 591104;,76,12,0,0,1,normal,LOW,0,none,0.053,0.0106,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020099,2026-06-04T19:36:20+00:00,train,pgsql,aidac-pgsql,192.168.136.219,crm,svc_report,normal_operation,read,SELECT,users,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,486,0,0,0,normal,INFO,0,none,0.022,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020100,2026-06-04T19:36:39+00:00,train,pgsql,aidac-pgsql,192.168.136.236,auditdb,app_user,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 41889;",68,317,0,0,0,normal,INFO,0,none,0.3368,0.2858,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020101,2026-06-04T19:37:08+00:00,train,pgsql,aidac-pgsql,192.168.136.109,billing,svc_batch,normal_operation,reporting,SELECT,orders,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,2,0,0,0,normal,INFO,0,none,0.0298,0.0091,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020102,2026-06-04T19:37:16+00:00,train,mssql,aidac-mssql,192.168.136.194,crm,backup_user,normal_operation,maintenance,BACKUP,users,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,4,0,0,0,normal,LOW,0,none,0.0634,0.033,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020103,2026-06-04T19:37:39+00:00,train,mssql,aidac-mssql,192.168.136.88,core_banking,svc_etl,normal_operation,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,262,0,0,0,normal,INFO,0,none,0.1668,0.1264,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020104,2026-06-04T19:38:02+00:00,train,pgsql,aidac-pgsql,192.168.136.133,hr,svc_backup,normal_operation,maintenance,BACKUP,transactions,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,15,0,0,0,normal,LOW,0,none,0.0411,0.0321,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020105,2026-06-04T19:38:23+00:00,train,mssql,aidac-mssql,192.168.136.220,core_banking,report_user,normal_operation,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,188,0,0,0,normal,INFO,0,none,0.1631,0.1241,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020106,2026-06-04T19:38:50+00:00,train,pgsql,aidac-pgsql,192.168.136.150,hr,readonly_user,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 204732;",69,45,0,0,0,normal,LOW,0,none,0.1615,0.133,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020107,2026-06-04T19:39:01+00:00,train,mssql,aidac-mssql,192.168.136.42,inventory,backup_user,maintenance_window,write,INSERT,transactions,"INSERT INTO audit_log(user_id, action, created_at) VALUES (243095, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,13,0,0,1,normal,LOW,0,none,0.0685,0.0358,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020108,2026-06-04T19:39:05+00:00,train,pgsql,aidac-pgsql,192.168.136.187,core_banking,svc_etl,deployment_window,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (129234, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,19,0,0,1,normal,LOW,0,none,0.1773,0.1402,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020109,2026-06-04T19:39:15+00:00,train,mssql,aidac-mssql,192.168.136.39,inventory,svc_etl,deployment_window,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 435728;",69,248,0,0,1,normal,LOW,0,none,0.1237,0.0591,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020110,2026-06-04T19:39:43+00:00,train,pgsql,aidac-pgsql,192.168.136.83,hr,etl_user,incident_response,read,SELECT,orders,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,358,0,0,0,normal,INFO,0,none,0.2681,0.2626,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020111,2026-06-04T19:39:54+00:00,train,mssql,aidac-mssql,192.168.136.147,crm,svc_report,maintenance_window,write,INSERT,users,"INSERT INTO audit_log(user_id, action, created_at) VALUES (653263, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,17,0,0,1,normal,LOW,0,none,0.1285,0.1103,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020112,2026-06-04T19:40:04+00:00,train,pgsql,aidac-pgsql,192.168.136.86,billing,readonly_user,backup_window,read,SELECT,payments,"SELECT customer_id, status FROM customers WHERE customer_id = 961137;",69,180,0,0,1,normal,INFO,0,none,0.3033,0.2532,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020113,2026-06-04T19:40:21+00:00,train,mssql,aidac-mssql,192.168.136.144,inventory,svc_report,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 302425;",69,93,0,0,0,normal,LOW,0,none,0.0123,0.0007,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020114,2026-06-04T19:40:27+00:00,train,mssql,aidac-mssql,192.168.136.177,billing,readonly_user,maintenance_window,write,INSERT,orders,"INSERT INTO audit_log(user_id, action, created_at) VALUES (908018, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,11,0,0,1,normal,INFO,0,none,0.1396,0.106,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020115,2026-06-04T19:40:34+00:00,train,mssql,aidac-mssql,192.168.136.173,hr,svc_etl,normal_operation,write,INSERT,payments,"INSERT INTO audit_log(user_id, action, created_at) VALUES (711426, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,18,0,0,0,normal,LOW,0,none,0.1781,0.1618,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020116,2026-06-04T19:41:04+00:00,train,mssql,aidac-mssql,192.168.136.208,inventory,dba_admin,normal_operation,read,SELECT,audit_log,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,98,0,0,0,normal,INFO,0,none,0.2585,0.2067,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020117,2026-06-04T19:41:26+00:00,train,mssql,aidac-mssql,192.168.136.224,core_banking,report_user,normal_operation,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (554617, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,11,0,0,0,normal,INFO,0,none,0.2594,0.2001,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020118,2026-06-04T19:41:50+00:00,train,pgsql,aidac-pgsql,192.168.136.204,crm,dba_admin,normal_operation,maintenance,ALTER,orders,ALTER INDEX idx_orders_customer REBUILD;,40,8,0,0,0,normal,INFO,0,none,0.0129,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020119,2026-06-04T19:41:59+00:00,train,mssql,aidac-mssql,192.168.136.38,inventory,dba_admin,deployment_window,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,396,0,0,1,normal,LOW,0,none,0.3145,0.2842,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020120,2026-06-04T19:42:27+00:00,train,mssql,aidac-mssql,192.168.136.205,billing,svc_batch,deployment_window,read,SELECT,customers,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,365,0,0,1,normal,INFO,0,none,0.2328,0.1676,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020121,2026-06-04T19:42:52+00:00,train,mssql,aidac-mssql,192.168.136.69,crm,svc_report,normal_operation,read,SELECT,transactions,"SELECT customer_id, status FROM customers WHERE customer_id = 42596;",68,372,0,0,0,normal,LOW,0,none,0.1822,0.1798,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020122,2026-06-04T19:43:19+00:00,train,mssql,aidac-mssql,192.168.136.32,hr,backup_user,normal_operation,reporting,SELECT,audit_log,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,150,0,0,0,normal,INFO,0,none,0.3399,0.3116,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020123,2026-06-04T19:43:36+00:00,train,pgsql,aidac-pgsql,192.168.136.226,billing,app_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,18,0,0,0,normal,LOW,0,none,0.2567,0.2218,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020124,2026-06-04T19:43:46+00:00,train,pgsql,aidac-pgsql,192.168.136.129,hr,svc_backup,normal_operation,read,SELECT,users,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,431,0,0,0,normal,LOW,0,none,0.1427,0.0903,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020125,2026-06-04T19:44:01+00:00,train,pgsql,aidac-pgsql,192.168.136.168,core_banking,etl_user,normal_operation,read,SELECT,customers,"SELECT customer_id, status FROM customers WHERE customer_id = 210318;",69,262,0,0,0,normal,INFO,0,none,0.128,0.0819,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020126,2026-06-04T19:44:22+00:00,train,pgsql,aidac-pgsql,192.168.136.186,crm,svc_batch,backup_window,maintenance,BACKUP,users,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,16,0,0,1,normal,LOW,0,none,0.2865,0.2841,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020127,2026-06-04T19:44:42+00:00,train,mssql,aidac-mssql,192.168.136.213,auditdb,svc_backup,normal_operation,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,6,0,0,0,normal,INFO,0,none,0.3038,0.2444,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020128,2026-06-04T19:44:47+00:00,train,mssql,aidac-mssql,192.168.136.179,billing,report_user,normal_operation,read,SELECT,audit_log,"SELECT customer_id, status FROM customers WHERE customer_id = 68041;",68,87,0,0,0,normal,INFO,0,none,0.3024,0.285,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020129,2026-06-04T19:45:02+00:00,train,pgsql,aidac-pgsql,192.168.136.57,billing,app_user,normal_operation,write,UPDATE,payments,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 828709;,76,19,0,0,0,normal,INFO,0,none,0.2594,0.1923,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020130,2026-06-04T19:45:06+00:00,train,mssql,aidac-mssql,192.168.136.84,inventory,report_user,normal_operation,read,SELECT,orders,"SELECT customer_id, status FROM customers WHERE customer_id = 141165;",69,251,0,0,0,normal,INFO,0,none,0.0775,0.0101,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020131,2026-06-04T19:45:31+00:00,train,pgsql,aidac-pgsql,192.168.136.168,hr,etl_user,backup_window,maintenance,ALTER,users,ALTER INDEX idx_orders_customer REBUILD;,40,16,0,0,1,normal,INFO,0,none,0.1388,0.1253,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020132,2026-06-04T19:45:54+00:00,train,pgsql,aidac-pgsql,192.168.136.203,auditdb,report_user,normal_operation,write,UPDATE,audit_log,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 924660;,76,18,0,0,0,normal,LOW,0,none,0.2559,0.2104,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020133,2026-06-04T19:46:17+00:00,train,pgsql,aidac-pgsql,192.168.136.101,crm,readonly_user,normal_operation,write,UPDATE,payments,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 816428;,76,8,0,0,0,normal,LOW,0,none,0.1629,0.0945,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020134,2026-06-04T19:46:22+00:00,train,pgsql,aidac-pgsql,192.168.136.82,core_banking,etl_user,normal_operation,write,INSERT,orders,"INSERT INTO audit_log(user_id, action, created_at) VALUES (236842, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,15,0,0,0,normal,LOW,0,none,0.2703,0.2061,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020135,2026-06-04T19:46:25+00:00,train,mssql,aidac-mssql,192.168.136.209,core_banking,svc_etl,normal_operation,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 188885;,76,11,0,0,0,normal,INFO,0,none,0.1653,0.129,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020136,2026-06-04T19:46:43+00:00,train,mssql,aidac-mssql,192.168.136.217,billing,backup_user,normal_operation,maintenance,BACKUP,users,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,4,0,0,0,normal,INFO,0,none,0.2417,0.2103,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020137,2026-06-04T19:47:12+00:00,train,mssql,aidac-mssql,192.168.136.232,billing,svc_backup,normal_operation,maintenance,BACKUP,users,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,5,0,0,0,normal,INFO,0,none,0.1448,0.0771,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020138,2026-06-04T19:47:41+00:00,train,mssql,aidac-mssql,192.168.136.48,hr,readonly_user,normal_operation,maintenance,ALTER,payments,ALTER INDEX idx_orders_customer REBUILD;,40,2,0,0,0,normal,INFO,0,none,0.2478,0.2458,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020139,2026-06-04T19:47:57+00:00,train,mssql,aidac-mssql,192.168.136.129,core_banking,etl_user,normal_operation,maintenance,BACKUP,payments,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,0,0,0,0,normal,INFO,0,none,0.1778,0.1648,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020140,2026-06-04T19:48:02+00:00,train,mssql,aidac-mssql,192.168.136.228,auditdb,app_user,normal_operation,read,SELECT,payments,"SELECT customer_id, status FROM customers WHERE customer_id = 90414;",68,247,0,0,0,normal,LOW,0,none,0.0767,0.0371,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020141,2026-06-04T19:48:14+00:00,train,pgsql,aidac-pgsql,192.168.136.72,core_banking,dba_admin,normal_operation,write,INSERT,audit_log,"INSERT INTO audit_log(user_id, action, created_at) VALUES (432054, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,16,0,0,0,normal,LOW,0,none,0.1198,0.0952,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020142,2026-06-04T19:48:26+00:00,train,pgsql,aidac-pgsql,192.168.136.25,hr,etl_user,normal_operation,write,UPDATE,payments,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 471951;,76,1,0,0,0,normal,INFO,0,none,0.04,0.0176,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020143,2026-06-04T19:48:41+00:00,train,pgsql,aidac-pgsql,192.168.136.148,hr,etl_user,normal_operation,reporting,SELECT,customers,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,222,0,0,0,normal,LOW,0,none,0.1241,0.08,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020144,2026-06-04T19:48:50+00:00,train,mssql,aidac-mssql,192.168.136.224,hr,etl_user,maintenance_window,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,12,0,0,1,normal,INFO,0,none,0.2847,0.2423,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020145,2026-06-04T19:49:14+00:00,train,mssql,aidac-mssql,192.168.136.35,billing,report_user,normal_operation,maintenance,ALTER,audit_log,ALTER INDEX idx_orders_customer REBUILD;,40,9,0,0,0,normal,LOW,0,none,0.058,0.0465,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020146,2026-06-04T19:49:33+00:00,train,mssql,aidac-mssql,192.168.136.206,auditdb,etl_user,normal_operation,maintenance,ALTER,users,ALTER INDEX idx_orders_customer REBUILD;,40,6,0,0,0,normal,INFO,0,none,0.3342,0.2742,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020147,2026-06-04T19:49:47+00:00,train,mssql,aidac-mssql,192.168.136.105,billing,report_user,backup_window,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 175740;,76,13,0,0,1,normal,LOW,0,none,0.1792,0.1245,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020148,2026-06-04T19:50:03+00:00,train,pgsql,aidac-pgsql,192.168.136.134,hr,svc_batch,normal_operation,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 872885;",69,219,0,0,0,normal,INFO,0,none,0.2705,0.2377,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020149,2026-06-04T19:50:11+00:00,train,mssql,aidac-mssql,192.168.136.98,hr,svc_batch,maintenance_window,read,SELECT,payments,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,500,0,0,1,normal,INFO,0,none,0.1122,0.0949,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020150,2026-06-04T19:50:36+00:00,train,pgsql,aidac-pgsql,192.168.136.211,inventory,svc_etl,normal_operation,write,UPDATE,payments,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 539838;,76,2,0,0,0,normal,LOW,0,none,0.1458,0.1382,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020151,2026-06-04T19:50:52+00:00,train,mssql,aidac-mssql,192.168.136.195,auditdb,dba_admin,backup_window,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,16,0,0,1,normal,LOW,0,none,0.0675,0.0385,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020152,2026-06-04T19:51:05+00:00,train,mssql,aidac-mssql,192.168.136.104,hr,svc_etl,deployment_window,write,INSERT,payments,"INSERT INTO audit_log(user_id, action, created_at) VALUES (811669, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,10,0,0,1,normal,INFO,0,none,0.2661,0.2076,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020153,2026-06-04T19:51:28+00:00,train,mssql,aidac-mssql,192.168.136.90,crm,etl_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,13,0,0,0,normal,INFO,0,none,0.0842,0.084,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020154,2026-06-04T19:51:56+00:00,train,mssql,aidac-mssql,192.168.136.141,crm,readonly_user,normal_operation,maintenance,BACKUP,transactions,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,14,0,0,0,normal,LOW,0,none,0.2504,0.2001,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020155,2026-06-04T19:52:22+00:00,train,mssql,aidac-mssql,192.168.136.38,auditdb,backup_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,19,0,0,0,normal,INFO,0,none,0.2978,0.2289,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020156,2026-06-04T19:52:43+00:00,train,mssql,aidac-mssql,192.168.136.208,billing,svc_etl,normal_operation,write,INSERT,users,"INSERT INTO audit_log(user_id, action, created_at) VALUES (708595, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,4,0,0,0,normal,INFO,0,none,0.0493,0.0196,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020157,2026-06-04T19:53:07+00:00,train,mssql,aidac-mssql,192.168.136.195,hr,svc_report,normal_operation,reporting,SELECT,users,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,13,0,0,0,normal,LOW,0,none,0.3331,0.3141,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020158,2026-06-04T19:53:26+00:00,train,mssql,aidac-mssql,192.168.136.213,billing,dba_admin,normal_operation,reporting,SELECT,customers,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,398,0,0,0,normal,LOW,0,none,0.2312,0.1896,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020159,2026-06-04T19:53:34+00:00,train,pgsql,aidac-pgsql,192.168.136.87,auditdb,dba_admin,incident_response,maintenance,ALTER,customers,ALTER INDEX idx_orders_customer REBUILD;,40,17,0,0,0,normal,LOW,0,none,0.3323,0.2831,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020160,2026-06-04T19:54:04+00:00,train,pgsql,aidac-pgsql,192.168.136.105,crm,report_user,backup_window,read,SELECT,customers,"SELECT customer_id, status FROM customers WHERE customer_id = 906885;",69,386,0,0,1,normal,LOW,0,none,0.3051,0.2476,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020161,2026-06-04T19:54:12+00:00,train,mssql,aidac-mssql,192.168.136.111,core_banking,svc_etl,normal_operation,write,INSERT,transactions,"INSERT INTO audit_log(user_id, action, created_at) VALUES (271298, 'LOGIN_OK', CURRENT_TIMESTAMP);",98,0,0,0,0,normal,INFO,0,none,0.1642,0.1095,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020162,2026-06-04T19:54:41+00:00,train,mssql,aidac-mssql,192.168.136.128,auditdb,svc_report,normal_operation,read,SELECT,users,"SELECT customer_id, status FROM customers WHERE customer_id = 646333;",69,80,0,0,0,normal,INFO,0,none,0.1658,0.1396,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020163,2026-06-04T19:54:58+00:00,train,pgsql,aidac-pgsql,192.168.136.197,crm,svc_report,deployment_window,reporting,SELECT,payments,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,461,0,0,1,normal,LOW,0,none,0.203,0.1343,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020164,2026-06-04T19:55:09+00:00,train,mssql,aidac-mssql,192.168.136.25,core_banking,app_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,4,0,0,0,normal,INFO,0,none,0.1549,0.0944,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020165,2026-06-04T19:55:32+00:00,train,mssql,aidac-mssql,192.168.136.74,crm,svc_etl,maintenance_window,read,SELECT,users,"SELECT order_id, amount FROM orders WHERE order_date >= CURRENT_DATE - INTERVAL '7 days';",89,131,0,0,1,normal,LOW,0,none,0.2171,0.1908,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020166,2026-06-04T19:55:53+00:00,train,mssql,aidac-mssql,192.168.136.37,auditdb,backup_user,normal_operation,reporting,SELECT,users,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,218,0,0,0,normal,INFO,0,none,0.1497,0.0828,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020167,2026-06-04T19:56:17+00:00,train,mssql,aidac-mssql,192.168.136.188,inventory,svc_backup,normal_operation,reporting,SELECT,payments,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,497,0,0,0,normal,INFO,0,none,0.1278,0.0846,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020168,2026-06-04T19:56:38+00:00,train,mssql,aidac-mssql,192.168.136.74,auditdb,app_user,normal_operation,write,UPDATE,users,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 407110;,76,6,0,0,0,normal,LOW,0,none,0.3109,0.2409,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020169,2026-06-04T19:56:42+00:00,train,pgsql,aidac-pgsql,192.168.136.37,inventory,svc_report,normal_operation,read,SELECT,customers,"SELECT customer_id, status FROM customers WHERE customer_id = 910935;",69,273,0,0,0,normal,LOW,0,none,0.1761,0.1523,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020170,2026-06-04T19:57:10+00:00,train,mssql,aidac-mssql,192.168.136.142,inventory,backup_user,normal_operation,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,9,0,0,0,normal,INFO,0,none,0.2227,0.174,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020171,2026-06-04T19:57:25+00:00,train,pgsql,aidac-pgsql,192.168.136.40,inventory,svc_batch,normal_operation,reporting,SELECT,payments,SELECT count(*) FROM transactions WHERE status = 'SETTLED';,59,196,0,0,0,normal,LOW,0,none,0.023,0.0,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020172,2026-06-04T19:57:46+00:00,train,pgsql,aidac-pgsql,192.168.136.221,core_banking,svc_batch,normal_operation,write,UPDATE,orders,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 785276;,76,5,0,0,0,normal,INFO,0,none,0.2082,0.1689,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020173,2026-06-04T19:57:59+00:00,train,mssql,aidac-mssql,192.168.136.69,inventory,app_user,normal_operation,write,UPDATE,audit_log,UPDATE accounts SET last_seen = CURRENT_TIMESTAMP WHERE account_id = 486739;,76,3,0,0,0,normal,INFO,0,none,0.0985,0.0683,allow,normal,controlled_sql_lab_47832_v1_seed42
EVT-020174,2026-06-04T19:58:03+00:00,train,mssql,aidac-mssql,192.168.136.158,hr,svc_report,backup_window,maintenance,BACKUP,orders,BACKUP DATABASE billing TO DISK = '/backup/billing_full.bak';,61,12,0,0,1,normal,INFO,0,none,0.2187,0.154,allow,normal,controlled_sql_lab_47832_v1_seed42
